Analysis code, Status, ARC chair from USA, ARC chair from LPC, Cadi contact from US, Cadi contact LPC, # of ARC members, # of ARC members form USA, # of ARC members from LPC, # of an submitters, # of submitters from USA, # of AN submitters from LPC, # AN authors, # of AN authors from USA, # of  AN authors from LPC, # of institutes, # in institutes from USA, # of institutes from LPC
BPH-08-003 | Thesis-Approved | - | - | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
BPH-08-004 | PAS-only-PUB | 1 | 0 | 1 | 1 | 3 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
BPH-08-005 | Completed | - | - | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
BPH-08-006 | SUPERSEDED | - | - | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
BPH-08-007 | Completed | - | - | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
BPH-08-008 | Completed | - | - | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
BPH-08-009 | Completed | - | - | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
BPH-08-010 | Completed | - | - | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
BPH-08-011 | Completed | - | - | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
BPH-09-001 | PAS-only-PUB | 1 | 0 | 1 | 1 | 3 | 1 | 1 | 1 | 1 | 1 | 2 | 2 | 2 | 2 | 2 | 2
BPH-09-002 | Completed | 1 | 0 | 0 | 0 | 3 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
BPH-09-003 | Completed | 1 | 0 | 0 | 0 | 3 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
BPH-09-004 | Completed | 1 | 0 | 0 | 0 | 3 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
BPH-09-005 | Completed | - | - | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
BPH-09-006 | Completed | - | - | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
BPH-09-007 | Completed | - | - | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
BPH-09-008 | Completed | - | - | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
BPH-10-001 | Thesis-Approved | - | - | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
BPH-10-002 | PUB | 0 | 0 | 0 | 0 | 4 | 1 | 1 | 2 | 0 | 0 | 60 | 0 | 0 | 0 | 0 | 0
BPH-10-003 | PUB | 0 | 0 | 1 | 1 | 5 | 1 | 1 | 1 | 1 | 1 | 1 | 1 | 1 | 1 | 1 | 1
BPH-10-004 | PUB | 1 | 0 | 1 | 1 | 4 | 2 | 2 | 1 | 1 | 1 | 2 | 1 | 1 | 2 | 1 | 1
BPH-10-005 | PUB | 1 | 0 | 1 | 1 | 4 | 2 | 2 | 1 | 1 | 1 | 3 | 1 | 1 | 3 | 1 | 1
BPH-10-006 | Inactive | - | - | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
BPH-10-007 | PUB | 1 | 1 | 0 | 0 | 4 | 0 | 0 | 3 | 0 | 0 | 22 | 0 | 0 | 0 | 0 | 0
BPH-10-008 | PAS-only-PUB | 0 | 0 | 1 | 0 | 3 | 0 | 0 | 1 | 1 | 0 | 2 | 0 | 0 | 1 | 0 | 0
BPH-10-009 | PAS-only-PUB | 0 | 0 | 0 | 0 | 4 | 1 | 0 | 3 | 0 | 0 | 37 | 0 | 0 | 8 | 0 | 0
BPH-10-010 | PUB | 0 | 0 | 0 | 0 | 3 | 2 | 2 | 1 | 0 | 0 | 8 | 0 | 0 | 0 | 0 | 0
BPH-10-011 | SUPERSEDED | 0 | 0 | 0 | 0 | 4 | 3 | 1 | 3 | 0 | 0 | 6 | 1 | 1 | 1 | 1 | 1
BPH-10-012 | SUPERSEDED | - | - | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 24 | 0 | 0 | 0 | 0 | 0
BPH-10-013 | PUB | 0 | 0 | 0 | 0 | 4 | 3 | 3 | 1 | 1 | 1 | 3 | 1 | 1 | 3 | 1 | 1
BPH-10-014 | PUB | 0 | 0 | 0 | 0 | 3 | 1 | 1 | 1 | 0 | 0 | 6 | 1 | 0 | 2 | 1 | 0
BPH-10-015 | PUB | 0 | 0 | 0 | 0 | 5 | 1 | 1 | 1 | 0 | 0 | 8 | 0 | 0 | 3 | 0 | 0
BPH-10-016 | AWG | - | - | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 6 | 0 | 0 | 2 | 0 | 0
BPH-10-017 | Inactive | - | - | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
BPH-10-018 | PAS-only-PUB | 1 | 0 | 0 | 0 | 4 | 2 | 1 | 1 | 0 | 0 | 15 | 4 | 3 | 8 | 3 | 2
BPH-10-019 | PAS-PUB | 0 | 0 | 1 | 1 | 4 | 1 | 1 | 1 | 1 | 1 | 3 | 3 | 3 | 1 | 1 | 1
BPH-10-020 | Inactive | - | - | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 2 | 0 | 0 | 0 | 0 | 0
BPH-11-001 | RefComments | 0 | 0 | 1 | 1 | 5 | 2 | 1 | 1 | 1 | 1 | 6 | 4 | 4 | 2 | 1 | 1
BPH-11-002 | PUB | 1 | 1 | 0 | 0 | 4 | 3 | 2 | 1 | 0 | 0 | 6 | 1 | 1 | 4 | 1 | 1
BPH-11-003 | PAS-only-PUB | 0 | 0 | 0 | 0 | 5 | 1 | 1 | 1 | 0 | 0 | 5 | 0 | 0 | 1 | 0 | 0
BPH-11-004 | Completed | - | - | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 4 | 0 | 0 | 0 | 0 | 0
BPH-11-005 | AWG | - | - | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 2 | 0 | 0 | 2 | 0 | 0
BPH-11-006 | PAS-only-PUB | 0 | 0 | 0 | 0 | 4 | 2 | 1 | 1 | 0 | 0 | 4 | 1 | 1 | 4 | 1 | 1
BPH-11-007 | PUB | 0 | 0 | 1 | 1 | 5 | 1 | 1 | 1 | 1 | 1 | 3 | 2 | 2 | 2 | 1 | 1
BPH-11-008 | Free | - | - | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
BPH-11-009 | ACCEPT | 0 | 0 | 1 | 0 | 5 | 1 | 1 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0
BPH-11-010 | PUB | 0 | 0 | 0 | 0 | 4 | 1 | 1 | 1 | 0 | 0 | 5 | 0 | 0 | 0 | 0 | 0
BPH-11-011 | PUB | 0 | 0 | 0 | 0 | 5 | 2 | 1 | 1 | 0 | 0 | 19 | 4 | 3 | 10 | 3 | 2
BPH-11-012 | Thesis-Approved | 0 | 0 | 1 | 0 | 4 | 2 | 2 | 1 | 1 | 1 | 24 | 0 | 0 | 0 | 0 | 0
BPH-11-013 | PUB | 0 | 0 | 0 | 0 | 5 | 1 | 1 | 2 | 2 | 2 | 4 | 0 | 0 | 0 | 0 | 0
BPH-11-014 | SUPERSEDED | 0 | 0 | 0 | 0 | 4 | 2 | 2 | 2 | 0 | 0 | 7 | 0 | 0 | 2 | 0 | 0
BPH-11-015 | SUPERSEDED | - | - | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
BPH-11-016 | ACCEPT | 0 | 0 | 0 | 0 | 5 | 3 | 2 | 1 | 0 | 0 | 4 | 1 | 0 | 2 | 1 | 0
BPH-11-017 | PAS-only-PUB | 1 | 1 | 0 | 0 | 5 | 3 | 3 | 1 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0
BPH-11-018 | Thesis-Approved | - | - | 1 | 1 | 0 | 0 | 0 | 1 | 1 | 1 | 3 | 3 | 3 | 1 | 1 | 1
BPH-11-019 | SUPERSEDED | 1 | 1 | 0 | 0 | 3 | 2 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
BPH-11-020 | PUB | 1 | 1 | 0 | 0 | 5 | 4 | 2 | 1 | 0 | 0 | 8 | 0 | 0 | 0 | 0 | 0
BPH-11-021 | PRE-APP | 0 | 0 | 1 | 1 | 4 | 2 | 2 | 4 | 2 | 2 | 23 | 13 | 13 | 6 | 3 | 3
BPH-11-022 | PUB | 0 | 0 | 0 | 0 | 5 | 0 | 0 | 2 | 1 | 0 | 18 | 0 | 0 | 8 | 0 | 0
BPH-11-023 | PUB | 1 | 1 | 0 | 0 | 4 | 2 | 1 | 4 | 0 | 0 | 17 | 0 | 0 | 2 | 0 | 0
BPH-11-024 | Planned | - | - | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
BPH-11-025 | SUPERSEDED | - | - | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 4 | 0 | 0 | 1 | 0 | 0
BPH-11-026 | SUB | 0 | 0 | 1 | 1 | 5 | 2 | 2 | 3 | 2 | 2 | 30 | 17 | 17 | 9 | 4 | 4
BPH-12-001 | PUB | 0 | 0 | 0 | 0 | 5 | 3 | 2 | 1 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0
BPH-12-002 | Thesis-Approved | - | - | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
BPH-12-003 | Started | - | - | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
BPH-12-004 | AWG | - | - | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
BPH-12-005 | Completed | 1 | 1 | 0 | 0 | 4 | 3 | 3 | 1 | 0 | 0 | 9 | 0 | 0 | 1 | 0 | 0
BPH-12-006 | PAS-PUB | 1 | 0 | 1 | 1 | 4 | 1 | 1 | 2 | 1 | 1 | 10 | 1 | 0 | 2 | 1 | 0
BPH-12-007 | AWG | - | - | 1 | 1 | 0 | 0 | 0 | 1 | 1 | 1 | 2 | 1 | 1 | 2 | 1 | 1
BPH-12-008 | Free | - | - | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
BPH-12-009 | PAS-only-PUB | 1 | 1 | 0 | 0 | 4 | 3 | 3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
BPH-12-010 | SUPERSEDED | 1 | 1 | 0 | 0 | 5 | 4 | 2 | 2 | 0 | 0 | 28 | 0 | 0 | 1 | 0 | 0
BPH-12-011 | GoingToPreApp | 1 | 1 | 0 | 0 | 4 | 0 | 0 | 1 | 0 | 0 | 3 | 0 | 0 | 1 | 0 | 0
BPH-13-001 | Started | - | - | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0
BPH-13-002 | AWG | - | - | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 6 | 0 | 0 | 0 | 0 | 0
BPH-13-003 | ReSubmitted | 1 | 1 | 0 | 0 | 4 | 2 | 2 | 5 | 0 | 0 | 21 | 0 | 0 | 2 | 0 | 0
BPH-13-004 | PUB | 1 | 1 | 0 | 0 | 5 | 3 | 2 | 3 | 1 | 1 | 31 | 4 | 4 | 5 | 1 | 1
BPH-13-005 | PRE-APP | 0 | 0 | 0 | 0 | 4 | 1 | 1 | 1 | 0 | 0 | 9 | 1 | 1 | 5 | 1 | 1
BPH-13-006 | Started | - | - | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
BPH-13-007 | PAS-PUB | 1 | 1 | 0 | 0 | 4 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
BPH-13-008 | Started | - | - | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
BTV-07-001 | PAS-only-PUB | 1 | 0 | 1 | 1 | 3 | 0 | 0 | 1 | 1 | 1 | 9 | 0 | 0 | 0 | 0 | 0
BTV-07-002 | PAS-only-PUB | 1 | 0 | 0 | 0 | 3 | 0 | 0 | 1 | 0 | 0 | 7 | 0 | 0 | 0 | 0 | 0
BTV-07-003 | PAS-only-PUB | 1 | 0 | 0 | 0 | 3 | 0 | 0 | 1 | 0 | 0 | 4 | 0 | 0 | 0 | 0 | 0
BTV-09-001 | PAS-only-PUB | 1 | 1 | 0 | 0 | 3 | 1 | 0 | 1 | 0 | 0 | 9 | 0 | 0 | 0 | 0 | 0
BTV-09-002 | Inactive | 0 | 0 | 1 | 1 | 3 | 2 | 2 | 1 | 1 | 1 | 2 | 0 | 0 | 0 | 0 | 0
BTV-10-001 | PAS-only-PUB | 1 | 1 | 1 | 1 | 4 | 1 | 0 | 3 | 1 | 1 | 11 | 3 | 3 | 8 | 3 | 3
BTV-11-001 | SUPERSEDED | 0 | 0 | 0 | 0 | 3 | 2 | 2 | 8 | 3 | 3 | 47 | 16 | 10 | 13 | 8 | 5
BTV-11-002 | SUPERSEDED | 0 | 0 | 0 | 0 | 3 | 2 | 0 | 1 | 0 | 0 | 16 | 3 | 3 | 13 | 2 | 2
BTV-11-003 | PAS-PUB | 1 | 1 | 1 | 1 | 3 | 2 | 1 | 4 | 1 | 1 | 15 | 3 | 3 | 2 | 1 | 1
BTV-11-004 | PAS-PUB | 0 | 0 | 0 | 0 | 4 | 1 | 1 | 6 | 1 | 1 | 62 | 20 | 15 | 21 | 8 | 5
BTV-12-001 | PUB | 0 | 0 | 0 | 0 | 5 | 3 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
BTV-13-001 | PAS-only-PUB | 1 | 1 | 0 | 0 | 4 | 0 | 0 | 12 | 3 | 2 | 108 | 15 | 13 | 18 | 7 | 5
BTV-13-002 | AWG | 1 | 1 | 0 | 0 | 4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
CFT-09-001 | PUB | 0 | 0 | 0 | 0 | 4 | 3 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
CFT-09-002 | PUB | 1 | 0 | 0 | 0 | 4 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
CFT-09-003 | PUB | 0 | 0 | 1 | 0 | 4 | 3 | 3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
CFT-09-004 | PUB | 0 | 0 | 1 | 1 | 4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
CFT-09-005 | PUB | 0 | 0 | 0 | 0 | 4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
CFT-09-006 | PUB | 0 | 0 | 0 | 0 | 4 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
CFT-09-007 | PUB | 1 | 1 | 1 | 1 | 3 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
CFT-09-008 | PUB | 1 | 0 | 1 | 1 | 3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
CFT-09-009 | PUB | 1 | 1 | 1 | 1 | 3 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
CFT-09-010 | PUB | 0 | 0 | 0 | 0 | 4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
CFT-09-011 | PUB | 0 | 0 | 1 | 1 | 3 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
CFT-09-012 | PUB | 1 | 1 | 0 | 0 | 3 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
CFT-09-013 | PUB | 1 | 0 | 0 | 0 | 3 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
CFT-09-014 | PUB | 0 | 0 | 1 | 0 | 3 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
CFT-09-015 | PUB | 0 | 0 | 0 | 0 | 3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
CFT-09-016 | PUB | 0 | 0 | 1 | 1 | 3 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
CFT-09-017 | PUB | 1 | 0 | 0 | 0 | 4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
CFT-09-018 | PUB | 1 | 0 | 1 | 1 | 4 | 2 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
CFT-09-019 | PUB | 0 | 0 | 1 | 0 | 4 | 2 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
CFT-09-020 | PUB | 1 | 0 | 1 | 1 | 4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
CFT-09-022 | PUB | 0 | 0 | 0 | 0 | 4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
CFT-09-023 | PUB | 0 | 0 | 0 | 0 | 4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
CFT-09-025 | PUB | 0 | 0 | 0 | 0 | 3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
DIF-07-001 | PAS-only-PUB | 0 | 0 | 1 | 1 | 3 | 0 | 0 | 1 | 0 | 0 | 3 | 0 | 0 | 0 | 0 | 0
DIF-07-002 | PAS-only-PUB | 0 | 0 | 0 | 0 | 3 | 1 | 0 | 1 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0
EGM-07-001 | PAS-only-PUB | 0 | 0 | 0 | 0 | 3 | 1 | 0 | 1 | 1 | 0 | 11 | 3 | 3 | 6 | 2 | 2
EGM-09-001 | SUPERSEDED | - | - | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
EGM-09-002 | SUPERSEDED | - | - | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
EGM-09-003 | SUPERSEDED | - | - | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
EGM-09-004 | SUPERSEDED | - | - | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
EGM-09-005 | SUPERSEDED | - | - | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
EGM-09-006 | SUPERSEDED | - | - | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
EGM-10-001 | PAS-PUB | 0 | 0 | 1 | 0 | 3 | 0 | 0 | 6 | 3 | 1 | 40 | 3 | 0 | 2 | 1 | 0
EGM-10-002 | Completed | 0 | 0 | 0 | 0 | 3 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
EGM-10-003 | PAS-PUB | 0 | 0 | 1 | 1 | 3 | 0 | 0 | 3 | 0 | 0 | 12 | 2 | 2 | 7 | 1 | 1
EGM-10-004 | PAS-PUB | 0 | 0 | 0 | 0 | 4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
EGM-10-005 | PAS-PUB | 0 | 0 | 1 | 1 | 3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
EGM-10-006 | PAS-PUB | 0 | 0 | 0 | 0 | 3 | 0 | 0 | 6 | 3 | 1 | 60 | 14 | 5 | 16 | 7 | 4
EGM-10-007 | SUPERSEDED | - | - | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
EGM-10-008 | SUPERSEDED | - | - | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
EGM-11-001 | PUB | 0 | 0 | 0 | 0 | 4 | 2 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
EWK-07-001 | SUPERSEDED | 0 | 0 | 0 | 0 | 3 | 0 | 0 | 1 | 0 | 0 | 29 | 8 | 7 | 14 | 5 | 4
EWK-07-002 | PAS-only-PUB | 0 | 0 | 0 | 0 | 3 | 1 | 0 | 1 | 0 | 0 | 33 | 0 | 0 | 0 | 0 | 0
EWK-07-003 | Completed | 0 | 0 | 0 | 0 | 3 | 1 | 0 | 1 | 0 | 0 | 13 | 0 | 0 | 0 | 0 | 0
EWK-08-001 | PAS-only-PUB | 0 | 0 | 0 | 0 | 3 | 0 | 0 | 1 | 0 | 0 | 3 | 0 | 0 | 0 | 0 | 0
EWK-08-002 | PAS-only-PUB | 0 | 0 | 0 | 0 | 3 | 2 | 1 | 2 | 1 | 1 | 9 | 2 | 2 | 2 | 2 | 2
EWK-08-003 | PAS-only-PUB | 1 | 0 | 0 | 0 | 3 | 1 | 0 | 1 | 0 | 0 | 4 | 0 | 0 | 0 | 0 | 0
EWK-08-004 | Completed | 1 | 0 | 1 | 1 | 3 | 1 | 0 | 1 | 1 | 1 | 13 | 0 | 0 | 0 | 0 | 0
EWK-08-005 | PAS-only-PUB | 0 | 0 | 0 | 0 | 3 | 0 | 0 | 1 | 0 | 0 | 29 | 8 | 7 | 14 | 5 | 4
